time,open,volume,MACD,MACD_Hist,MACD_Signal,high,low
5/15/2023 12:12,411.85,33760,-0.022,-0.0051,-0.0169,413.26,411.73
5/15/2023 12:11,411.795,41903,-0.0254,-0.0098,-0.0156,413.07,411.73
5/15/2023 12:10,411.81,60808,-0.0238,-0.0107,-0.0131,413,411.73
5/15/2023 12:09,411.8085,37076,-0.023,-0.0126,-0.0104,412.87,411.73
5/15/2023 12:08,411.85,79761,-0.0215,-0.0142,-0.0073,412.848,411.73
5/15/2023 12:07,411.8,43143,-0.0235,-0.0197,-0.0037,412.795,411.73
5/15/2023 12:06,411.77,58526,-0.0205,-0.0217,0.0012,412.795,411.73
5/15/2023 12:05,411.76,53339,-0.0134,-0.0201,0.0066,412.795,411.73
5/15/2023 12:04,411.75,45739,-0.0032,-0.0148,0.0117,412.795,411.73
5/15/2023 12:03,411.74,89519,0.011,-0.0044,0.0154,412.795,411.73
5/15/2023 12:02,412.012,169228,0.0299,0.0135,0.0165,412.795,411.73
5/15/2023 12:01,411.9699,116920,0.026,0.0129,0.0131,412.77,411.73
5/15/2023 12:00,411.99,51215,0.0248,0.0149,0.0099,412.69,411.73
5/15/2023 11:59,412.02,37968,0.021,0.0148,0.0061,412.545,411.73
5/15/2023 11:58,411.945,53096,0.0127,0.0102,0.0024,412.545,411.73
5/15/2023 11:57,411.9,60048,0.0095,0.0096,-0.0001,412.545,411.73
5/15/2023 11:56,411.89,47572,0.01,0.0125,-0.0025,412.545,411.73
5/15/2023 11:55,411.79,79107,0.0114,0.0171,-0.0057,412.545,411.73
5/15/2023 11:54,412.07,189959,0.0233,0.0332,-0.0099,412.545,411.73
5/15/2023 11:53,411.978,46892,0.0095,0.0278,-0.0182,412.464,411.73
5/15/2023 11:52,412.065,74117,0.0012,0.0264,-0.0252,412.42,411.73
5/15/2023 11:51,411.98,142440,-0.0182,0.0136,-0.0318,412.42,411.73
5/15/2023 11:50,411.962,99579,-0.0341,0.001,-0.0352,412.42,411.73
5/15/2023 11:49,411.85,113003,-0.0521,-0.0167,-0.0354,412.42,411.73
5/15/2023 11:48,411.77,52361,-0.0629,-0.0316,-0.0312,412.42,411.66
5/15/2023 11:47,411.66,101291,-0.0676,-0.0442,-0.0233,412.42,411.6
5/15/2023 11:46,411.6,64466,-0.0614,-0.0491,-0.0123,412.185,411.6
5/15/2023 11:45,411.65,122431,-0.0465,-0.0465,0,412.13,411.6
5/15/2023 11:44,411.74,43783,-0.0319,-0.0435,0.0116,412.13,411.6
5/15/2023 11:43,411.67,113914,-0.022,-0.0445,0.0225,412.13,411.6
5/15/2023 11:42,411.71,102575,-0.0019,-0.0355,0.0336,412.13,411.6
5/15/2023 11:41,411.8701,124094,0.0198,-0.0227,0.0425,412.13,411.6
5/15/2023 11:40,411.93,197749,0.0308,-0.0174,0.0482,412.13,411.6
5/15/2023 11:39,412.01,51968,0.0383,-0.0142,0.0525,412.13,411.6
5/15/2023 11:38,411.99,32139,0.0392,-0.0169,0.0561,412.13,411.6
5/15/2023 11:37,412.0699,68023,0.0418,-0.0185,0.0603,412.09,411.6
5/15/2023 11:36,411.96,69033,0.0364,-0.0286,0.0649,412.09,411.6
5/15/2023 11:35,411.93,68106,0.0401,-0.032,0.0721,412.09,411.6
5/15/2023 11:34,411.88,64796,0.0474,-0.0327,0.0801,412.09,411.6
5/15/2023 11:33,411.94,210420,0.061,-0.0272,0.0882,412.09,411.6
5/15/2023 11:32,412.02,213153,0.0715,-0.0236,0.095,412.09,411.6
5/15/2023 11:31,411.9,119853,0.0756,-0.0254,0.1009,412.09,411.6
5/15/2023 11:30,411.97,116251,0.092,-0.0153,0.1073,412.09,411.6
5/15/2023 11:29,412.02,114850,0.1044,-0.0067,0.1111,412.144,411.6
5/15/2023 11:28,412.144,144019,0.1137,0.001,0.1128,412.144,411.6
5/15/2023 11:27,412.1,82437,0.1113,-0.0012,0.1125,412.144,411.6
5/15/2023 11:26,412.07,73193,0.1111,-0.0018,0.1128,412.144,411.6
5/15/2023 11:25,412.06,56495,0.1122,-0.0011,0.1133,412.144,411.6
5/15/2023 11:24,411.97,117501,0.1131,-0.0005,0.1135,412.144,411.6
5/15/2023 11:23,411.99,63226,0.1216,0.008,0.1137,412.144,411.6
5/15/2023 11:22,412.055,108549,0.1288,0.0171,0.1117,412.144,411.6
5/15/2023 11:21,412.1,77747,0.1295,0.0221,0.1074,412.144,411.6
5/15/2023 11:20,412.03,67340,0.1238,0.022,0.1019,412.144,411.6
5/15/2023 11:19,412.07,56205,0.122,0.0256,0.0964,412.144,411.6
5/15/2023 11:18,411.96,85387,0.1138,0.0238,0.09,412.144,411.6
5/15/2023 11:17,412.0601,80345,0.1128,0.0288,0.084,412.144,411.6
5/15/2023 11:16,412.08,79743,0.0998,0.0229,0.0768,412.144,411.6
5/15/2023 11:15,411.89,257881,0.0797,0.0086,0.0711,412.144,411.6
5/15/2023 11:14,411.84,51601,0.0722,0.0032,0.069,412.144,411.6
5/15/2023 11:13,411.82,66693,0.0667,-0.0015,0.0682,412.144,411.6
5/15/2023 11:12,411.72,78727,0.0607,-0.0079,0.0685,412.144,411.6
5/15/2023 11:11,411.74,181352,0.0623,-0.0082,0.0705,412.144,411.6
5/15/2023 11:10,411.72,174304,0.0615,-0.011,0.0725,412.144,411.6
5/15/2023 11:09,411.71,69837,0.0616,-0.0137,0.0753,412.144,411.6
5/15/2023 11:08,411.65,104041,0.0619,-0.0168,0.0787,412.144,411.6
5/15/2023 11:07,411.85,91047,0.0674,-0.0155,0.0829,412.144,411.6
5/15/2023 11:06,411.68,170452,0.0531,-0.0337,0.0868,412.144,411.54
5/15/2023 11:05,411.54,63532,0.0514,-0.0438,0.0952,412.144,411.54
5/15/2023 11:04,411.54,59070,0.0627,-0.0435,0.1062,412.144,411.54
5/15/2023 11:03,411.69,85976,0.0763,-0.0408,0.117,412.144,411.54
5/15/2023 11:02,411.65,64183,0.0772,-0.05,0.1272,412.144,411.5
5/15/2023 11:01,411.5,97458,0.0813,-0.0584,0.1397,412.144,411.435
5/15/2023 11:00,411.435,126283,0.1007,-0.0537,0.1544,412.144,411.435
5/15/2023 10:59,411.63,213449,0.1305,-0.0373,0.1678,412.144,411.435
5/15/2023 10:58,411.49,146223,0.1468,-0.0303,0.1771,412.144,411.435
5/15/2023 10:57,411.72,327807,0.1798,-0.0049,0.1847,412.144,411.435
5/15/2023 10:56,411.895,175858,0.1959,0.01,0.1859,412.144,411.435
5/15/2023 10:55,411.91,118001,0.1957,0.0123,0.1834,412.144,411.435
5/15/2023 10:54,411.89,72414,0.1911,0.0107,0.1803,412.144,411.435
5/15/2023 10:53,411.825,138951,0.1844,0.0068,0.1777,412.144,411.435
5/15/2023 10:52,411.8299,161534,0.1799,0.004,0.176,412.144,411.435
5/15/2023 10:51,411.65,159868,0.171,-0.0039,0.175,412.144,411.435
5/15/2023 10:50,411.67,102843,0.1755,-0.0004,0.176,412.144,411.435
5/15/2023 10:49,411.615,124621,0.1767,0.0006,0.1761,412.144,411.435
5/15/2023 10:48,411.6,59240,0.1812,0.0053,0.1759,412.144,411.435
5/15/2023 10:47,411.65,105338,0.1858,0.0112,0.1746,412.144,411.435
5/15/2023 10:46,411.505,116016,0.1839,0.0122,0.1718,412.144,411.435
5/15/2023 10:45,411.58,153098,0.1936,0.0249,0.1687,412.144,411.435
5/15/2023 10:44,411.65,120969,0.1955,0.033,0.1625,412.144,411.435
5/15/2023 10:43,411.63,125219,0.188,0.0337,0.1543,412.144,411.435
5/15/2023 10:42,411.49,118089,0.1777,0.0319,0.1458,412.144,411.435
5/15/2023 10:41,411.5018,87515,0.1762,0.0383,0.1379,412.144,411.41
5/15/2023 10:40,411.41,89131,0.1705,0.0422,0.1283,412.144,411.41
5/15/2023 10:39,411.435,89630,0.1701,0.0524,0.1177,412.144,411.41
5/15/2023 10:38,411.46,101706,0.1646,0.06,0.1046,412.144,411.41
5/15/2023 10:37,411.43,124148,0.1526,0.063,0.0896,412.144,411.41
5/15/2023 10:36,411.4172,73120,0.1382,0.0643,0.0739,412.144,411.33
5/15/2023 10:35,411.33,154371,0.1191,0.0613,0.0578,412.144,411.25
5/15/2023 10:34,411.25,94342,0.1018,0.0593,0.0425,412.144,411.06
5/15/2023 10:33,411.06,86074,0.0864,0.0587,0.0277,412.144,411.06
5/15/2023 10:32,411.06,180558,0.0848,0.0718,0.013,412.144,411.06
5/15/2023 10:31,411.19,76355,0.0816,0.0866,-0.005,412.144,411.015
5/15/2023 10:30,411.015,138995,0.0631,0.0897,-0.0266,412.144,411.015
5/15/2023 10:29,411.21,138595,0.0563,0.1054,-0.0491,412.144,411.015
5/15/2023 10:28,411.138,146785,0.027,0.1024,-0.0754,412.1,411.015
5/15/2023 10:27,411.03,75904,-0.0034,0.0976,-0.101,412.1,410.99
5/15/2023 10:26,410.99,168277,-0.0312,0.0942,-0.1254,412.1,410.92
5/15/2023 10:25,410.92,123275,-0.0622,0.0868,-0.149,412.1,410.875
5/15/2023 10:24,410.875,134905,-0.0937,0.077,-0.1706,412.1,410.75
5/15/2023 10:23,410.75,322711,-0.128,0.0619,-0.1899,412.1,410.7276
5/15/2023 10:22,410.7276,178679,-0.1571,0.0483,-0.2054,412.1,410.45
5/15/2023 10:21,410.45,143489,-0.1898,0.0277,-0.2174,412.08,410.45
5/15/2023 10:20,410.55,159320,-0.2004,0.024,-0.2243,412.08,410.425
5/15/2023 10:19,410.425,142741,-0.2212,0.0091,-0.2303,412.08,410.38
5/15/2023 10:18,410.38,67566,-0.2319,0.0007,-0.2326,412.08,410.38
5/15/2023 10:17,410.41,62950,-0.2375,-0.0047,-0.2328,412.08,410.38
5/15/2023 10:16,410.4,104857,-0.2443,-0.0127,-0.2316,411.91,410.32
5/15/2023 10:15,410.32,245484,-0.2485,-0.02,-0.2284,411.91,410.32
5/15/2023 10:14,410.45,180425,-0.2419,-0.0185,-0.2234,411.91,410.32
5/15/2023 10:13,410.4,150670,-0.2434,-0.0246,-0.2188,411.91,410.32
5/15/2023 10:12,410.53,143302,-0.2365,-0.0239,-0.2126,411.91,410.32
5/15/2023 10:11,410.42,122797,-0.2376,-0.0309,-0.2067,411.91,410.32
5/15/2023 10:10,410.3901,154524,-0.2243,-0.0254,-0.1989,411.91,410.32
5/15/2023 10:09,410.48,190349,-0.2011,-0.0085,-0.1926,411.91,410.32
5/15/2023 10:08,410.6,283052,-0.1776,0.0129,-0.1905,411.91,410.32
5/15/2023 10:07,410.86,207140,-0.1573,0.0364,-0.1937,411.91,410.32
5/15/2023 10:06,411.06,160025,-0.1556,0.0472,-0.2028,411.91,410.32
5/15/2023 10:05,411.02,105037,-0.1715,0.0431,-0.2146,411.91,410.32
5/15/2023 10:04,410.96,177874,-0.1852,0.0402,-0.2254,411.91,410.32
5/15/2023 10:03,411.14,144305,-0.1939,0.0415,-0.2354,411.91,410.32
5/15/2023 10:02,411.0202,160324,-0.2205,0.0253,-0.2458,411.91,410.32
5/15/2023 10:01,411.01,143514,-0.2391,0.013,-0.2521,411.91,410.32
5/15/2023 10:00,410.85,336201,-0.2583,-0.0029,-0.2554,411.91,410.32
5/15/2023 9:59,410.86,172805,-0.2627,-0.0081,-0.2546,411.91,410.32
5/15/2023 9:58,410.88,120954,-0.2656,-0.013,-0.2526,411.91,410.32
5/15/2023 9:57,410.82,180839,-0.2674,-0.0181,-0.2494,411.91,410.32
5/15/2023 9:56,410.9205,143570,-0.2598,-0.0149,-0.2448,411.91,410.32
5/15/2023 9:55,411.035,151907,-0.2564,-0.0153,-0.2411,411.89,410.32
5/15/2023 9:54,411.019,77021,-0.2601,-0.0229,-0.2373,411.8299,410.32
5/15/2023 9:53,410.985,92105,-0.2594,-0.0279,-0.2316,411.8299,410.32
5/15/2023 9:52,410.985,128640,-0.2513,-0.0267,-0.2246,411.67,410.32
5/15/2023 9:51,411.03,132695,-0.2373,-0.0193,-0.2179,411.67,410.32
5/15/2023 9:50,411.19,111229,-0.2205,-0.0074,-0.2131,411.65,410.32
5/15/2023 9:49,411.3,130438,-0.2121,-0.0009,-0.2113,411.65,410.32
5/15/2023 9:48,411.32,127367,-0.2096,0.0015,-0.211,411.65,410.32
5/15/2023 9:47,411.39,139659,-0.2053,0.0061,-0.2114,411.65,410.32
5/15/2023 9:46,411.63,216201,-0.2041,0.0089,-0.2129,411.65,410.32
5/15/2023 9:45,411.52,160308,-0.2239,-0.0088,-0.2151,411.65,410.32
5/15/2023 9:44,411.42,135316,-0.2348,-0.0218,-0.2129,411.63,410.32
5/15/2023 9:43,411.47,125610,-0.235,-0.0276,-0.2075,411.63,410.32
5/15/2023 9:42,411.47,293859,-0.237,-0.0365,-0.2006,411.64,410.32
5/15/2023 9:41,411.64,247345,-0.2362,-0.0447,-0.1915,411.64,410.32
5/15/2023 9:40,411.455,132154,-0.2489,-0.0686,-0.1803,411.64,410.32
5/15/2023 9:39,411.355,151735,-0.2427,-0.0796,-0.1632,411.64,410.32
5/15/2023 9:38,411.43,113116,-0.2212,-0.0779,-0.1433,411.64,410.32
5/15/2023 9:37,411.58,175423,-0.198,-0.0742,-0.1238,411.64,410.32
5/15/2023 9:36,411.62,131825,-0.1809,-0.0756,-0.1052,411.64,410.32
5/15/2023 9:35,411.39,228723,-0.1604,-0.0741,-0.0863,411.81,410.32
5/15/2023 9:34,411.81,283710,-0.1086,-0.0408,-0.0678,412.01,410.32
5/15/2023 9:33,412.01,351907,-0.0836,-0.0259,-0.0576,412.165,410.32
5/15/2023 9:32,412.165,298519,-0.0708,-0.0197,-0.0511,412.165,410.32
5/15/2023 9:31,412.05,246576,-0.0693,-0.0231,-0.0462,412.22,410.32
5/15/2023 9:30,412.22,463744,-0.0546,-0.0142,-0.0404,412.22,410.32
5/12/2023 15:59,411.54,2392371,0.2574,0.0279,0.2296,411.6,411.54
5/12/2023 15:58,411.6,804995,0.2573,0.0347,0.2226,411.6,411.51
5/12/2023 15:57,411.51,486811,0.2473,0.0333,0.2139,411.6,411.51
5/12/2023 15:56,411.53,369561,0.24,0.0344,0.2056,411.6,411.49
5/12/2023 15:55,411.49,504564,0.2253,0.0283,0.197,411.6,411.35
5/12/2023 15:54,411.35,801982,0.2072,0.0173,0.1899,411.6,411.28
5/12/2023 15:53,411.28,254161,0.1954,0.0099,0.1856,411.6,411.23
5/12/2023 15:52,411.23,369335,0.1847,0.0016,0.1831,411.6,411.03
5/12/2023 15:51,411.03,323836,0.1734,-0.0093,0.1827,411.6,410.99
5/12/2023 15:50,410.99,460178,0.1768,-0.0083,0.185,411.6,410.99
5/12/2023 15:49,411.005,147266,0.1826,-0.0045,0.1871,411.6,410.99
5/12/2023 15:48,410.9905,206761,0.1858,-0.0024,0.1882,411.6,410.87
5/12/2023 15:47,410.87,243893,0.1888,-0.0001,0.1888,411.6,410.87
5/12/2023 15:46,411.08,459949,0.202,0.0132,0.1889,411.6,410.87
5/12/2023 15:45,410.97,294374,0.1946,0.0091,0.1856,411.6,410.87
5/12/2023 15:44,410.96,192926,0.1936,0.0102,0.1833,411.6,410.87
5/12/2023 15:43,410.93,353435,0.1904,0.0096,0.1807,411.6,410.835
5/12/2023 15:42,410.835,156790,0.1866,0.0083,0.1783,411.6,410.825
5/12/2023 15:41,410.825,197949,0.1888,0.0125,0.1763,411.6,410.825
5/12/2023 15:40,410.825,196324,0.1898,0.0167,0.1731,411.6,410.765
5/12/2023 15:39,410.765,144617,0.1884,0.0195,0.1689,411.6,410.715
5/12/2023 15:38,410.715,136385,0.1899,0.0259,0.1641,411.6,410.715
5/12/2023 15:37,410.74,190581,0.1942,0.0366,0.1576,411.6,410.715
5/12/2023 15:36,410.97,396792,0.1943,0.0459,0.1485,411.6,410.715
5/12/2023 15:35,410.8175,345318,0.1682,0.0312,0.137,411.6,410.635
5/12/2023 15:34,410.635,189343,0.148,0.0188,0.1292,411.6,410.58
5/12/2023 15:33,410.58,198610,0.1385,0.014,0.1245,411.6,410.5
5/12/2023 15:32,410.5,153925,0.1301,0.0091,0.121,411.6,410.5
5/12/2023 15:31,410.53,142903,0.1256,0.0069,0.1187,411.6,410.4
5/12/2023 15:30,410.4,151004,0.1149,-0.002,0.117,411.6,410.22
5/12/2023 15:29,410.22,104001,0.1129,-0.0046,0.1175,411.6,410.22
5/12/2023 15:28,410.38,175199,0.127,0.0084,0.1186,411.6,410.22
5/12/2023 15:27,410.38,128659,0.1269,0.0103,0.1166,411.6,410.22
5/12/2023 15:26,410.355,132942,0.1249,0.0109,0.114,411.6,410.22
5/12/2023 15:25,410.35,109952,0.123,0.0118,0.1112,411.6,410.22
5/12/2023 15:24,410.32,129011,0.1194,0.0111,0.1083,411.6,410.22
5/12/2023 15:23,410.34,93306,0.1161,0.0106,0.1055,411.6,410.22
5/12/2023 15:22,410.3,118214,0.1081,0.0052,0.1029,411.6,410.22
5/12/2023 15:21,410.315,94084,0.1004,-0.0011,0.1016,411.6,410.22
5/12/2023 15:20,410.24,174954,0.0877,-0.0142,0.1018,411.6,410.105
5/12/2023 15:19,410.105,158380,0.0777,-0.0277,0.1054,411.6,409.97
5/12/2023 15:18,409.97,68856,0.0776,-0.0347,0.1123,411.6,409.97
5/12/2023 15:17,410.01,61635,0.0901,-0.0308,0.121,411.6,409.97
5/12/2023 15:16,410.03,70104,0.1007,-0.028,0.1287,411.6,409.91
5/12/2023 15:15,409.91,115477,0.1107,-0.0249,0.1357,411.6,409.91
5/12/2023 15:14,410.06,192450,0.1341,-0.0078,0.1419,411.6,409.91
5/12/2023 15:13,410.115,133040,0.1467,0.0029,0.1439,411.6,409.91
5/12/2023 15:12,410.17,196221,0.1551,0.012,0.1431,411.6,409.91
5/12/2023 15:11,410.245,198056,0.1579,0.0178,0.1401,411.6,409.91
5/12/2023 15:10,410.14,123345,0.1516,0.0159,0.1357,411.6,409.91
5/12/2023 15:09,410.2,113318,0.152,0.0203,0.1317,411.6,409.91
5/12/2023 15:08,410.18,108975,0.1442,0.0176,0.1267,411.6,409.91
5/12/2023 15:07,410.06,61584,0.1342,0.012,0.1223,411.6,409.91
5/12/2023 15:06,409.99,78017,0.1317,0.0125,0.1193,411.6,409.91
5/12/2023 15:05,409.99,62591,0.1338,0.0176,0.1161,411.6,409.91
5/12/2023 15:04,410.06,96312,0.1344,0.0227,0.1117,411.6,409.91
5/12/2023 15:03,410.095,102492,0.1261,0.0201,0.1061,411.6,409.88
5/12/2023 15:02,409.88,241676,0.1102,0.0091,0.1011,411.6,409.75
5/12/2023 15:01,409.75,121895,0.1101,0.0113,0.0988,411.6,409.75
5/12/2023 15:00,409.91,102653,0.1216,0.0257,0.0959,411.6,409.75
5/12/2023 14:59,409.855,69735,0.1183,0.0288,0.0895,411.6,409.75
5/12/2023 14:58,409.8899,136179,0.1179,0.0356,0.0823,411.53,409.75
5/12/2023 14:57,409.79,103151,0.1122,0.0388,0.0734,411.53,409.75
5/12/2023 14:56,409.96,132533,0.1134,0.0497,0.0637,411.49,409.75
5/12/2023 14:55,409.8321,135347,0.096,0.0447,0.0513,411.35,409.75
5/12/2023 14:54,409.8,101588,0.0854,0.0452,0.0401,411.28,409.75
5/12/2023 14:53,409.835,319443,0.0739,0.045,0.0288,411.23,409.75
5/12/2023 14:52,409.77,72040,0.0545,0.037,0.0176,411.08,409.65
5/12/2023 14:51,409.65,96099,0.0357,0.0274,0.0083,411.08,409.55
5/12/2023 14:50,409.55,42015,0.0233,0.0219,0.0015,411.08,409.55
5/12/2023 14:49,409.56,139114,0.0174,0.0214,-0.004,411.08,409.535
5/12/2023 14:48,409.535,46167,0.0086,0.0179,-0.0093,411.08,409.535
5/12/2023 14:47,409.54,51701,-0.0003,0.0135,-0.0138,411.08,409.535
5/12/2023 14:46,409.58,60298,-0.0121,0.0051,-0.0172,410.97,409.36
5/12/2023 14:45,409.36,102403,-0.031,-0.0126,-0.0185,410.97,409.36
5/12/2023 14:44,409.43,53968,-0.0324,-0.0171,-0.0153,410.97,409.3054
5/12/2023 14:43,409.3054,85573,-0.0408,-0.0297,-0.011,410.97,409.16
5/12/2023 14:42,409.16,125538,-0.0382,-0.0346,-0.0036,410.97,409.16
5/12/2023 14:41,409.215,136402,-0.0196,-0.0246,0.0051,410.97,409.16
5/12/2023 14:40,409.36,89704,-0.0011,-0.0123,0.0112,410.97,409.16
5/12/2023 14:39,409.34,68659,0.0078,-0.0065,0.0143,410.97,409.16
5/12/2023 14:38,409.4899,122775,0.021,0.0051,0.0159,410.97,409.16
5/12/2023 14:37,409.425,44250,0.0223,0.0077,0.0146,410.97,409.16
5/12/2023 14:36,409.4,72460,0.0302,0.0175,0.0127,410.8175,409.16
5/12/2023 14:35,409.6782,176228,0.0425,0.0342,0.0083,410.635,409.16
5/12/2023 14:34,409.51,85962,0.0292,0.0294,-0.0002,410.58,409.16
5/12/2023 14:33,409.62,187119,0.0289,0.0364,-0.0076,410.53,409.16
5/12/2023 14:32,409.38,154594,0.0169,0.0336,-0.0167,410.53,409.16
5/12/2023 14:31,409.55,112702,0.0258,0.0508,-0.0251,410.4,409.16
5/12/2023 14:30,409.51,112566,0.0194,0.0572,-0.0378,410.38,409.16
5/12/2023 14:29,409.76,241277,0.0151,0.0672,-0.0521,410.38,409.16
5/12/2023 14:28,409.65,183814,-0.0161,0.0528,-0.0689,410.38,409.16
5/12/2023 14:27,409.47,86104,-0.0445,0.0376,-0.0821,410.355,409.16
5/12/2023 14:26,409.4099,82182,-0.0617,0.0298,-0.0915,410.35,409.16
5/12/2023 14:25,409.33,63325,-0.0767,0.0223,-0.0989,410.34,409.16
5/12/2023 14:24,409.295,118374,-0.0865,0.018,-0.1045,410.34,409.16
5/12/2023 14:23,409.3689,58584,-0.0943,0.0147,-0.109,410.315,409.16
5/12/2023 14:22,409.25,154438,-0.1104,0.0023,-0.1127,410.315,409.14
5/12/2023 14:21,409.14,89031,-0.1171,-0.0039,-0.1132,410.245,409.14
5/12/2023 14:20,409.26,96373,-0.1129,-0.0006,-0.1123,410.245,409.14
5/12/2023 14:19,409.205,125908,-0.1181,-0.006,-0.1121,410.245,409.14
5/12/2023 14:18,409.235,69007,-0.1174,-0.0068,-0.1106,410.245,409.14
5/12/2023 14:17,409.27,70669,-0.1178,-0.0089,-0.1089,410.245,409.14
5/12/2023 14:16,409.14,122140,-0.1202,-0.0135,-0.1067,410.245,409.14
5/12/2023 14:15,409.185,123894,-0.1083,-0.005,-0.1033,410.245,409.14
5/12/2023 14:14,409.21,95634,-0.0961,0.006,-0.1021,410.245,409.14
5/12/2023 14:13,409.23,62306,-0.0817,0.0219,-0.1036,410.245,409.14
5/12/2023 14:12,409.575,209822,-0.0641,0.045,-0.1091,410.245,409.14
5/12/2023 14:11,409.66,218129,-0.0759,0.0444,-0.1203,410.2,409.14
5/12/2023 14:10,409.47,78592,-0.0984,0.033,-0.1314,410.2,409.14
5/12/2023 14:09,409.44,51793,-0.1065,0.0332,-0.1397,410.18,409.14
5/12/2023 14:08,409.59,151426,-0.1121,0.0358,-0.148,410.095,409.14
5/12/2023 14:07,409.4,92080,-0.133,0.0239,-0.1569,410.095,409.14
5/12/2023 14:06,409.57,126305,-0.1384,0.0245,-0.1629,410.095,409.14
5/12/2023 14:05,409.47,75840,-0.1605,0.0085,-0.169,410.095,409.14
5/12/2023 14:04,409.5,118583,-0.1762,-0.0051,-0.1712,410.095,409.14
5/12/2023 14:03,409.38,193821,-0.1968,-0.0269,-0.1699,409.96,409.14
5/12/2023 14:02,409.225,141701,-0.208,-0.0448,-0.1632,409.96,409.14
5/12/2023 14:01,409.165,194981,-0.2034,-0.0514,-0.152,409.96,409.14
5/12/2023 14:00,409.32,242831,-0.1885,-0.0494,-0.1391,409.96,409.14
5/12/2023 13:59,409.26,100454,-0.1826,-0.0558,-0.1268,409.96,409.14
5/12/2023 13:58,409.36,156468,-0.1662,-0.0533,-0.1129,409.96,409.14
5/12/2023 13:57,409.4,93007,-0.1531,-0.0536,-0.0995,409.96,409.14
5/12/2023 13:56,409.46,165064,-0.1382,-0.0521,-0.0861,409.835,409.14
5/12/2023 13:55,409.52,96584,-0.1233,-0.0501,-0.0731,409.835,409.14
5/12/2023 13:54,409.59,76604,-0.1085,-0.048,-0.0606,409.835,409.14
5/12/2023 13:53,409.58,75992,-0.0953,-0.0467,-0.0486,409.77,409.14
5/12/2023 13:52,409.77,205364,-0.076,-0.0391,-0.0369,409.785,409.14
5/12/2023 13:51,409.785,34359,-0.0696,-0.0424,-0.0271,409.84,409.14
5/12/2023 13:50,409.84,71953,-0.0619,-0.0454,-0.0165,409.84,409.14
5/12/2023 13:49,409.75,84077,-0.0569,-0.0517,-0.0052,409.84,409.14
5/12/2023 13:48,409.78,66423,-0.0404,-0.0481,0.0077,409.84,409.14
5/12/2023 13:47,409.78,78412,-0.0218,-0.0416,0.0198,409.96,409.14
5/12/2023 13:46,409.96,82628,0.0022,-0.028,0.0302,410.07,409.14
5/12/2023 13:45,410.07,74896,0.0144,-0.0227,0.0372,410.16,409.14
5/12/2023 13:44,410.16,45407,0.0187,-0.0241,0.0428,410.16,409.14
5/12/2023 13:43,410.11,65808,0.0147,-0.0342,0.0489,410.16,409.14
5/12/2023 13:42,410.105,53412,0.0145,-0.043,0.0574,410.16,409.14
5/12/2023 13:41,410.022,62777,0.0145,-0.0537,0.0682,410.16,409.14
5/12/2023 13:40,409.9505,65484,0.0227,-0.0589,0.0816,410.16,409.14
5/12/2023 13:39,410.095,110039,0.0402,-0.0561,0.0963,410.16,409.14
5/12/2023 13:38,409.87,68488,0.0472,-0.0631,0.1103,410.16,409.14
5/12/2023 13:37,409.925,126918,0.0783,-0.0478,0.1261,410.16,409.14
5/12/2023 13:36,410.12,117390,0.1114,-0.0267,0.1381,410.16,409.14
5/12/2023 13:35,410.11,106614,0.1321,-0.0127,0.1447,410.35,409.14
5/12/2023 13:34,410.35,163742,0.1576,0.0097,0.1479,410.35,409.14
5/12/2023 13:33,410.2801,124366,0.1634,0.0179,0.1455,410.51,409.14
5/12/2023 13:32,410.51,164007,0.1756,0.0346,0.141,410.51,409.14
5/12/2023 13:31,410.4,150848,0.1651,0.0328,0.1323,410.51,409.14
5/12/2023 13:30,410.31,128385,0.1606,0.0365,0.1241,410.51,409.14
5/12/2023 13:29,410.3475,50924,0.1617,0.0467,0.115,410.51,409.14
5/12/2023 13:28,410.279,56477,0.1569,0.0536,0.1033,410.51,409.14
5/12/2023 13:27,410.255,130659,0.1555,0.0655,0.0899,410.51,409.14
5/12/2023 13:26,410.39,174688,0.1538,0.0803,0.0736,410.575,409.14
5/12/2023 13:25,410.575,207313,0.1357,0.0822,0.0535,410.575,409.14
5/12/2023 13:24,410.405,210186,0.0918,0.0589,0.0329,410.575,409.14
5/12/2023 13:23,410.13,241067,0.0518,0.0336,0.0182,410.575,409.14
5/12/2023 13:22,410.06,136966,0.0279,0.0181,0.0098,410.575,409.14
5/12/2023 13:21,409.77,244680,0.0041,-0.0012,0.0053,410.575,409.14
5/12/2023 13:20,409.71,60977,0.0033,-0.0023,0.0056,410.575,409.14
5/12/2023 13:19,409.73,45104,0.0082,0.0021,0.0062,410.575,409.14
5/12/2023 13:18,409.685,65004,0.0124,0.0068,0.0056,410.575,409.14
5/12/2023 13:17,409.74,51942,0.0222,0.0182,0.0039,410.575,409.14
5/12/2023 13:16,409.68,67484,0.0287,0.0293,-0.0006,410.575,409.165
5/12/2023 13:15,409.86,130056,0.0427,0.0506,-0.008,410.575,409.165
5/12/2023 13:14,410.01,129811,0.0416,0.0622,-0.0206,410.575,409.165
5/12/2023 13:13,409.94,67745,0.0244,0.0605,-0.0362,410.575,409.165
5/12/2023 13:12,409.93,148442,0.0091,0.0604,-0.0513,410.575,409.165
5/12/2023 13:11,409.79,95783,-0.0094,0.057,-0.0664,410.575,409.165
