time,open,volume,MACD,MACD_Hist,MACD_Signal,high,low
5/24/2023 10:06,410.74,222708,-0.2424,-0.0247,-0.2176,411.14,410.21
5/24/2023 10:05,410.88,289284,-0.224,-0.0125,-0.2115,411.14,410.21
5/24/2023 10:04,411.04,292014,-0.2116,-0.0032,-0.2083,411.14,410.21
5/24/2023 10:03,411.04,181946,-0.2089,-0.0013,-0.2075,411.15,410.21
5/24/2023 10:02,411.15,283938,-0.2024,0.0048,-0.2072,411.3199,410.34
5/24/2023 10:01,411.3199,203810,-0.2025,0.0059,-0.2084,411.3199,410.355
5/24/2023 10:00,411.13,238024,-0.2169,-0.007,-0.2099,411.3199,410.355
5/24/2023 9:59,411.23,197387,-0.2127,-0.0046,-0.2081,411.32,410.355
5/24/2023 9:58,411.32,131304,-0.2146,-0.0076,-0.207,411.32,410.355
5/24/2023 9:57,411.3,139783,-0.2229,-0.0178,-0.2051,411.435,410.355
5/24/2023 9:56,411.435,177162,-0.2283,-0.0277,-0.2006,411.435,410.355
5/24/2023 9:55,411.045,410458,-0.2457,-0.052,-0.1937,411.435,410.355
5/24/2023 9:54,411.15,148959,-0.2245,-0.0438,-0.1807,411.435,410.355
5/24/2023 9:53,411.29,348385,-0.2049,-0.0351,-0.1698,411.46,410.355
5/24/2023 9:52,411.46,236198,-0.1912,-0.0302,-0.161,411.535,410.355
5/24/2023 9:51,411.535,433522,-0.1882,-0.0347,-0.1534,411.535,410.355
5/24/2023 9:50,411.46,208402,-0.1892,-0.0445,-0.1447,411.535,410.355
5/24/2023 9:49,411.3799,183040,-0.1802,-0.0466,-0.1336,411.6,410.355
5/24/2023 9:48,411.6,167466,-0.1579,-0.0359,-0.122,411.6,410.355
5/24/2023 9:47,411.51,215631,-0.1496,-0.0366,-0.113,411.72,410.355
5/24/2023 9:46,411.72,227307,-0.1276,-0.0237,-0.1038,411.77,410.355
5/24/2023 9:45,411.77,242496,-0.119,-0.0211,-0.0979,411.805,410.355
5/24/2023 9:44,411.805,237111,-0.1115,-0.0188,-0.0926,411.9201,410.355
5/24/2023 9:43,411.9201,254332,-0.1038,-0.0159,-0.0879,411.96,410.355
5/24/2023 9:42,411.96,196914,-0.1042,-0.0202,-0.084,411.96,410.355
5/24/2023 9:41,411.78,202307,-0.1072,-0.0283,-0.0789,411.96,410.355
5/24/2023 9:40,411.87,526645,-0.0913,-0.0194,-0.0718,412,410.355
5/24/2023 9:39,412,160963,-0.0787,-0.0117,-0.067,412.005,410.355
5/24/2023 9:38,412.005,180932,-0.0747,-0.0107,-0.064,412.04,410.355
5/24/2023 9:37,412.04,246311,-0.0691,-0.0078,-0.0614,412.095,410.355
5/24/2023 9:36,412.095,211666,-0.0645,-0.0051,-0.0594,412.27,410.355
5/24/2023 9:35,412.27,220298,-0.0633,-0.0051,-0.0581,412.27,410.355
5/24/2023 9:34,412.14,291602,-0.0786,-0.0217,-0.0569,412.27,410.355
5/24/2023 9:33,411.9,321448,-0.0838,-0.0324,-0.0514,412.27,410.355
5/24/2023 9:32,411.855,308378,-0.0648,-0.0214,-0.0433,412.27,410.355
5/24/2023 9:31,412.17,441018,-0.0349,0.003,-0.038,412.42,410.355
5/24/2023 9:30,412.42,701285,-0.0284,0.0103,-0.0387,414.22,410.355
5/23/2023 15:59,414.22,2831803,-0.1297,-0.0767,-0.0531,414.22,414.08
5/23/2023 15:58,414.08,1009322,-0.1159,-0.082,-0.0339,414.3,414.08
5/23/2023 15:57,414.3,694285,-0.0824,-0.069,-0.0134,414.44,414.08
5/23/2023 15:56,414.44,476353,-0.0608,-0.0646,0.0039,414.44,414.08
5/23/2023 15:55,414.38,773708,-0.0466,-0.0666,0.02,414.44,414.08
5/23/2023 15:54,414.36,684340,-0.0217,-0.0583,0.0367,414.57,414.08
5/23/2023 15:53,414.57,368111,0.0125,-0.0387,0.0512,414.7623,414.08
5/23/2023 15:52,414.7623,644560,0.0346,-0.0264,0.0609,414.7623,414.08
5/23/2023 15:51,414.64,485786,0.0426,-0.0249,0.0675,414.82,414.08
5/23/2023 15:50,414.82,423427,0.0647,-0.009,0.0737,414.885,414.08
5/23/2023 15:49,414.885,365033,0.0737,-0.0023,0.076,414.885,414.08
5/23/2023 15:48,414.885,245565,0.0774,0.0008,0.0766,414.945,414.08
5/23/2023 15:47,414.945,375381,0.0811,0.0047,0.0764,414.995,414.08
5/23/2023 15:46,414.995,418164,0.0784,0.0032,0.0752,414.995,414.08
5/23/2023 15:45,414.89,681001,0.0688,-0.0056,0.0744,414.995,414.08
5/23/2023 15:44,414.77,210853,0.0663,-0.0095,0.0758,414.995,414.08
5/23/2023 15:43,414.82,239169,0.0743,-0.0039,0.0781,414.995,414.08
5/23/2023 15:42,414.815,253820,0.0783,-0.0008,0.0791,414.995,414.08
5/23/2023 15:41,414.81,259809,0.0828,0.0035,0.0793,414.995,414.08
5/23/2023 15:40,414.825,213656,0.0879,0.0095,0.0784,414.995,414.08
5/23/2023 15:39,414.87,434835,0.0916,0.0155,0.0761,414.995,414.08
5/23/2023 15:38,414.705,196251,0.0903,0.0181,0.0722,414.995,414.08
5/23/2023 15:37,414.94,308368,0.1042,0.0365,0.0677,414.995,414.08
5/23/2023 15:36,414.88,424640,0.0965,0.038,0.0585,414.995,414.08
5/23/2023 15:35,414.89,233960,0.0914,0.0424,0.0491,414.995,414.08
5/23/2023 15:34,414.9,120413,0.0825,0.0441,0.0385,414.995,414.08
5/23/2023 15:33,414.94,210594,0.069,0.0416,0.0274,414.995,414.08
5/23/2023 15:32,414.73,191277,0.0466,0.0296,0.017,414.995,414.08
5/23/2023 15:31,414.7,147755,0.0388,0.0291,0.0097,414.995,414.08
5/23/2023 15:30,414.76,193928,0.0313,0.0289,0.0024,414.995,414.08
5/23/2023 15:29,414.57,166434,0.0151,0.0199,-0.0049,414.995,414.08
5/23/2023 15:28,414.65,123873,0.0136,0.0234,-0.0098,414.995,414.08
5/23/2023 15:27,414.56,165909,0.0033,0.019,-0.0157,414.995,414.08
5/23/2023 15:26,414.705,147518,-0.0007,0.0198,-0.0204,414.995,414.08
5/23/2023 15:25,414.655,234821,-0.0205,0.0049,-0.0254,414.995,414.08
5/23/2023 15:24,414.395,224977,-0.0405,-0.0139,-0.0266,414.995,414.08
5/23/2023 15:23,414.555,102771,-0.0389,-0.0157,-0.0231,414.995,414.08
5/23/2023 15:22,414.47,125637,-0.0525,-0.0334,-0.0192,414.995,414.08
5/23/2023 15:21,414.255,217748,-0.0606,-0.0497,-0.0109,414.995,413.99
5/23/2023 15:20,413.99,253452,-0.0481,-0.0496,0.0016,414.995,413.99
5/23/2023 15:19,414.26,280510,-0.0044,-0.0184,0.014,414.995,413.99
5/23/2023 15:18,414.48,226659,0.0239,0.0053,0.0186,414.995,413.99
5/23/2023 15:17,414.54,94245,0.0372,0.02,0.0173,414.995,413.99
5/23/2023 15:16,414.67,210248,0.0476,0.0354,0.0123,414.995,413.99
5/23/2023 15:15,414.89,158545,0.047,0.0436,0.0034,414.995,413.99
5/23/2023 15:14,414.78,116456,0.0231,0.0305,-0.0075,414.995,413.99
5/23/2023 15:13,414.752,131206,0.0034,0.0185,-0.0151,414.995,413.99
5/23/2023 15:12,414.57,264132,-0.0189,0.0009,-0.0197,414.995,413.99
5/23/2023 15:11,414.59,71642,-0.0285,-0.0086,-0.0199,414.995,413.99
5/23/2023 15:10,414.445,635982,-0.0425,-0.0247,-0.0178,414.995,413.99
5/23/2023 15:09,414.24,130211,-0.0449,-0.0332,-0.0116,414.995,413.99
5/23/2023 15:08,414.3,252480,-0.0264,-0.0231,-0.0033,414.995,413.99
5/23/2023 15:07,414.485,174271,-0.0086,-0.011,0.0024,414.995,413.99
5/23/2023 15:06,414.495,200043,-0.0045,-0.0097,0.0052,414.995,413.99
5/23/2023 15:05,414.475,146417,-0.0003,-0.0079,0.0076,414.995,413.99
5/23/2023 15:04,414.495,153117,0.0071,-0.0025,0.0096,414.995,413.99
5/23/2023 15:03,414.42,406744,0.0145,0.0043,0.0102,414.995,413.99
5/23/2023 15:02,414.364,289786,0.0313,0.0221,0.0091,414.995,413.99
5/23/2023 15:01,414.79,314325,0.0579,0.0543,0.0036,414.995,413.99
5/23/2023 15:00,414.73,135780,0.0478,0.0577,-0.01,414.995,413.99
5/23/2023 14:59,414.8,116267,0.0402,0.0646,-0.0244,414.995,413.99
5/23/2023 14:58,414.67,93144,0.0228,0.0634,-0.0405,414.995,413.99
5/23/2023 14:57,414.7001,93174,0.0136,0.07,-0.0564,414.995,413.99
5/23/2023 14:56,414.6,63475,-0.0015,0.0724,-0.0739,414.995,413.99
5/23/2023 14:55,414.73,170716,-0.0105,0.0815,-0.092,414.995,413.99
5/23/2023 14:54,414.62,77824,-0.0352,0.0772,-0.1124,414.995,413.99
5/23/2023 14:53,414.64,166646,-0.0549,0.0768,-0.1317,414.995,413.99
5/23/2023 14:52,414.55,110400,-0.0813,0.0696,-0.1509,414.995,413.99
5/23/2023 14:51,414.575,127439,-0.1046,0.0637,-0.1683,414.995,413.99
5/23/2023 14:50,414.3795,127484,-0.1354,0.0488,-0.1842,414.995,413.99
5/23/2023 14:49,414.38,135295,-0.1529,0.0435,-0.1964,414.995,413.99
5/23/2023 14:48,414.21,99652,-0.173,0.0342,-0.2072,414.995,413.99
5/23/2023 14:47,414.19,77966,-0.1788,0.037,-0.2158,414.995,413.99
5/23/2023 14:46,414.36,146387,-0.1816,0.0434,-0.225,414.94,413.99
5/23/2023 14:45,414.33,175052,-0.1999,0.036,-0.2359,414.94,413.99
5/23/2023 14:44,414.35,102410,-0.2173,0.0276,-0.2449,414.94,413.99
5/23/2023 14:43,414.06,172117,-0.2383,0.0135,-0.2518,414.94,413.99
5/23/2023 14:42,414.28,210717,-0.2321,0.023,-0.2551,414.94,413.99
5/23/2023 14:41,414.16,112301,-0.2433,0.0176,-0.2609,414.94,413.99
5/23/2023 14:40,414.29,123598,-0.2418,0.0236,-0.2653,414.94,413.99
5/23/2023 14:39,414.14,123349,-0.2495,0.0217,-0.2712,414.94,413.99
5/23/2023 14:38,414.18,153790,-0.2406,0.036,-0.2766,414.94,413.99
5/23/2023 14:37,414.36,278102,-0.2297,0.0559,-0.2856,414.94,413.99
5/23/2023 14:36,414.45,229641,-0.2308,0.0688,-0.2996,414.94,413.99
5/23/2023 14:35,414.61,191242,-0.2381,0.0787,-0.3168,414.94,413.99
5/23/2023 14:34,414.82,178442,-0.2601,0.0764,-0.3365,414.94,413.99
5/23/2023 14:33,414.665,130690,-0.3059,0.0497,-0.3556,414.89,413.99
5/23/2023 14:32,414.675,323334,-0.3441,0.0239,-0.368,414.89,413.99
5/23/2023 14:31,414.34,230922,-0.3888,-0.0148,-0.374,414.89,413.99
5/23/2023 14:30,414.35,439782,-0.4061,-0.0358,-0.3703,414.89,413.99
5/23/2023 14:29,414.515,391793,-0.4233,-0.062,-0.3613,414.89,413.99
5/23/2023 14:28,414.19,695709,-0.456,-0.1101,-0.3458,414.89,413.99
5/23/2023 14:27,414.0616,418626,-0.4579,-0.1396,-0.3183,414.89,413.795
5/23/2023 14:26,413.795,761290,-0.4406,-0.1572,-0.2834,414.89,413.795
5/23/2023 14:25,413.95,526616,-0.385,-0.1409,-0.2441,414.89,413.795
5/23/2023 14:24,414.24,800449,-0.3242,-0.1154,-0.2089,414.89,413.795
5/23/2023 14:23,414.68,511200,-0.2714,-0.0914,-0.18,414.89,413.795
5/23/2023 14:22,414.72,323082,-0.2449,-0.0878,-0.1572,414.99,413.795
5/23/2023 14:21,414.99,314833,-0.2116,-0.0764,-0.1352,415.075,413.795
5/23/2023 14:20,415.075,167517,-0.1935,-0.0773,-0.1161,415.075,413.795
5/23/2023 14:19,414.97,200009,-0.1762,-0.0794,-0.0968,415.27,413.795
5/23/2023 14:18,415.27,319522,-0.1409,-0.0639,-0.077,415.27,413.795
5/23/2023 14:17,415.26,110964,-0.1243,-0.0633,-0.061,415.46,413.795
5/23/2023 14:16,415.46,189819,-0.1003,-0.0551,-0.0452,415.46,413.795
5/23/2023 14:15,415.38,235951,-0.0885,-0.0571,-0.0314,415.46,413.795
5/23/2023 14:14,415.37,211670,-0.0641,-0.047,-0.0171,415.49,413.795
5/23/2023 14:13,415.49,166439,-0.031,-0.0256,-0.0054,415.7807,413.795
5/23/2023 14:12,415.7807,243785,-0.0005,-0.0015,0.001,415.7807,413.795
5/23/2023 14:11,415.7201,119111,0.0088,0.0075,0.0014,415.79,413.795
5/23/2023 14:10,415.79,69681,0.0268,0.0273,-0.0005,415.978,413.795
5/23/2023 14:09,415.978,130844,0.0422,0.0495,-0.0073,416.205,413.795
5/23/2023 14:08,416.205,258246,0.0421,0.0618,-0.0197,416.205,413.795
5/23/2023 14:07,416.12,150630,0.0183,0.0534,-0.0351,416.205,413.795
5/23/2023 14:06,415.985,113218,-0.0038,0.0447,-0.0485,416.205,413.795
5/23/2023 14:05,415.9716,37146,-0.0181,0.0415,-0.0596,416.205,413.795
5/23/2023 14:04,415.9,55454,-0.0348,0.0352,-0.07,416.205,413.795
5/23/2023 14:03,415.84,67016,-0.0482,0.0306,-0.0788,416.205,413.795
5/23/2023 14:02,415.96,115283,-0.0586,0.0278,-0.0865,416.205,413.795
5/23/2023 14:01,415.7079,123216,-0.0832,0.0102,-0.0934,416.205,413.795
5/23/2023 14:00,415.69,112671,-0.0878,0.0082,-0.096,416.205,413.795
5/23/2023 13:59,415.71,74350,-0.0905,0.0075,-0.098,416.205,413.795
5/23/2023 13:58,415.63,113878,-0.0947,0.0052,-0.0999,416.205,413.795
5/23/2023 13:57,415.73,39224,-0.0905,0.0107,-0.1012,416.205,413.795
5/23/2023 13:56,415.68,61811,-0.094,0.0099,-0.1039,416.205,413.795
5/23/2023 13:55,415.82,117440,-0.092,0.0144,-0.1064,416.205,413.795
5/23/2023 13:54,415.73,75268,-0.1023,0.0076,-0.11,416.205,413.795
5/23/2023 13:53,415.6895,87288,-0.1049,0.0069,-0.1119,416.205,413.795
5/23/2023 13:52,415.74,165669,-0.1026,0.011,-0.1136,416.205,413.795
5/23/2023 13:51,415.62,348985,-0.1033,0.0131,-0.1163,416.205,413.795
5/23/2023 13:50,415.7,203861,-0.0904,0.0292,-0.1196,416.205,413.795
5/23/2023 13:49,415.82,215754,-0.0808,0.0461,-0.1269,416.205,413.795
5/23/2023 13:48,415.82,118658,-0.0796,0.0588,-0.1384,416.205,413.795
5/23/2023 13:47,416,374594,-0.0769,0.0762,-0.1531,416.205,413.795
5/23/2023 13:46,416.11,100145,-0.0907,0.0815,-0.1722,416.205,413.795
5/23/2023 13:45,416.03,327231,-0.1181,0.0744,-0.1926,416.205,413.795
5/23/2023 13:44,416.08,111585,-0.1433,0.0679,-0.2112,416.205,413.795
5/23/2023 13:43,415.97,154987,-0.1785,0.0497,-0.2282,416.205,413.795
5/23/2023 13:42,415.86,116222,-0.2095,0.031,-0.2406,416.205,413.795
5/23/2023 13:41,415.8487,255476,-0.2349,0.0134,-0.2483,416.205,413.795
5/23/2023 13:40,415.72,114810,-0.2628,-0.0111,-0.2517,416.205,413.795
5/23/2023 13:39,415.65,72930,-0.2814,-0.0325,-0.2489,416.205,413.795
5/23/2023 13:38,415.635,52475,-0.294,-0.0532,-0.2408,416.205,413.795
5/23/2023 13:37,415.72,117592,-0.3042,-0.0767,-0.2275,416.205,413.795
5/23/2023 13:36,415.5,136683,-0.3214,-0.1131,-0.2083,416.205,413.795
5/23/2023 13:35,415.315,172332,-0.3164,-0.1364,-0.18,416.205,413.795
5/23/2023 13:34,415.65,214637,-0.2866,-0.1406,-0.1459,416.205,413.795
5/23/2023 13:33,415.2799,408811,-0.2784,-0.1676,-0.1108,416.205,413.795
5/23/2023 13:32,415.4,375005,-0.2262,-0.1573,-0.0689,416.205,413.795
5/23/2023 13:31,415.45,389127,-0.1686,-0.139,-0.0295,416.205,413.795
5/23/2023 13:30,415.79,697911,-0.0976,-0.1028,0.0052,416.205,413.795
5/23/2023 13:29,416.1,234994,-0.0403,-0.0712,0.0309,416.24,413.795
5/23/2023 13:28,416.24,211401,0.0019,-0.0468,0.0487,416.63,413.795
5/23/2023 13:27,416.63,352707,0.0415,-0.0189,0.0604,416.69,413.795
5/23/2023 13:26,416.69,44723,0.0517,-0.0134,0.0652,416.75,413.95
5/23/2023 13:25,416.75,108088,0.0579,-0.0106,0.0685,416.75,414.24
5/23/2023 13:24,416.69,86407,0.0589,-0.0123,0.0711,416.75,414.68
5/23/2023 13:23,416.618,67824,0.0654,-0.0089,0.0742,416.75,414.72
5/23/2023 13:22,416.68,230136,0.08,0.0036,0.0764,416.75,414.97
5/23/2023 13:21,416.6699,155063,0.0912,0.0157,0.0755,416.85,414.97
5/23/2023 13:20,416.85,88684,0.1052,0.0336,0.0716,416.86,414.97
5/23/2023 13:19,416.86,62413,0.1032,0.0399,0.0632,416.88,415.26
5/23/2023 13:18,416.88,50962,0.0981,0.0448,0.0532,416.88,415.26
5/23/2023 13:17,416.808,65434,0.0881,0.0461,0.042,416.88,415.2799
5/23/2023 13:16,416.79,40099,0.0815,0.051,0.0305,416.88,415.2799
5/23/2023 13:15,416.76,96376,0.0737,0.0559,0.0178,416.88,415.2799
5/23/2023 13:14,416.73,42111,0.0656,0.0619,0.0038,416.88,415.2799
5/23/2023 13:13,416.7,68297,0.0575,0.0692,-0.0117,416.88,415.2799
5/23/2023 13:12,416.71,142916,0.0494,0.0784,-0.029,416.88,415.2799
5/23/2023 13:11,416.82,116052,0.0372,0.0858,-0.0486,416.88,415.2799
5/23/2023 13:10,416.765,196732,0.01,0.08,-0.07,416.88,415.2799
5/23/2023 13:09,416.73,104961,-0.0194,0.0707,-0.09,416.88,415.2799
5/23/2023 13:08,416.61,205945,-0.053,0.0547,-0.1077,416.88,415.2799
5/23/2023 13:07,416.41,330626,-0.0828,0.0385,-0.1214,416.88,415.2799
5/23/2023 13:06,416.24,100848,-0.0994,0.0316,-0.131,416.88,415.2799
5/23/2023 13:05,416.23,210665,-0.1018,0.0371,-0.1389,416.88,415.2799
5/23/2023 13:04,416.35,72741,-0.1024,0.0458,-0.1482,416.88,415.2799
5/23/2023 13:03,416.26,100141,-0.1138,0.0458,-0.1596,416.88,415.2799
5/23/2023 13:02,416.2693,140644,-0.1176,0.0535,-0.1711,416.88,415.2799
5/23/2023 13:01,416.38,90785,-0.1217,0.0628,-0.1844,416.88,415.2799
5/23/2023 13:00,416.32,211334,-0.1364,0.0638,-0.2001,416.88,415.2799
5/23/2023 12:59,416.32,86963,-0.1471,0.069,-0.2161,416.88,415.2799
5/23/2023 12:58,416.45,242912,-0.1585,0.0748,-0.2333,416.88,415.2799
5/23/2023 12:57,416.5,108873,-0.1841,0.0679,-0.252,416.88,415.2799
5/23/2023 12:56,416.271,795396,-0.2192,0.0498,-0.269,416.88,415.2799
5/23/2023 12:55,416.2994,590533,-0.2374,0.0441,-0.2815,416.88,415.2799
5/23/2023 12:54,416.25,77148,-0.2601,0.0323,-0.2925,416.88,415.2799
5/23/2023 12:53,416.26,85449,-0.2803,0.0202,-0.3006,416.88,415.2799
5/23/2023 12:52,416.2107,574028,-0.3031,0.0026,-0.3056,416.88,415.2799
5/23/2023 12:51,416.05,164775,-0.3226,-0.0164,-0.3063,416.88,415.2799
5/23/2023 12:50,416.06,366283,-0.3265,-0.0244,-0.3022,416.88,415.2799
5/23/2023 12:49,416.137,139231,-0.3278,-0.0317,-0.2961,416.88,415.2799
5/23/2023 12:48,415.97,242127,-0.3325,-0.0444,-0.2881,416.88,415.2799
5/23/2023 12:47,416.25,377391,-0.3167,-0.0396,-0.277,416.88,415.2799
5/23/2023 12:46,416.27,546073,-0.3203,-0.0532,-0.2671,416.88,415.2799
5/23/2023 12:45,416.2118,185512,-0.3224,-0.0686,-0.2538,416.88,415.2799
5/23/2023 12:44,416.18,157989,-0.3144,-0.0778,-0.2367,416.88,415.2799
5/23/2023 12:43,416.18,233403,-0.2965,-0.0792,-0.2173,416.88,415.2799
5/23/2023 12:42,416.5,319120,-0.2692,-0.0717,-0.1975,416.88,415.2799
5/23/2023 12:41,416.35,320763,-0.2631,-0.0835,-0.1795,416.88,415.2799
5/23/2023 12:40,416.52,224234,-0.2361,-0.0775,-0.1586,416.88,415.2799
5/23/2023 12:39,416.35,256869,-0.2156,-0.0763,-0.1393,416.88,415.2799
5/23/2023 12:38,416.69,353589,-0.169,-0.0488,-0.1202,416.985,415.2799
5/23/2023 12:37,416.985,202554,-0.1417,-0.0337,-0.108,416.985,415.2799
5/23/2023 12:36,416.775,352832,-0.1347,-0.0352,-0.0996,417.1,415.2799
5/23/2023 12:35,417.1,355556,-0.1026,-0.0118,-0.0908,417.17,415.2799
5/23/2023 12:34,417.17,102226,-0.0931,-0.0053,-0.0878,417.265,415.2799
5/23/2023 12:33,417.265,50303,-0.0868,-0.0003,-0.0865,417.31,415.4
5/23/2023 12:32,417.31,89962,-0.0871,-0.0007,-0.0864,417.31,415.45
5/23/2023 12:31,417.28,163884,-0.0909,-0.0046,-0.0863,417.31,415.79
5/23/2023 12:30,417.24,100287,-0.0913,-0.0062,-0.0851,417.31,415.97
5/23/2023 12:29,417.2417,93986,-0.0865,-0.0029,-0.0836,417.31,415.97
5/23/2023 12:28,417.294,96597,-0.0792,0.0036,-0.0828,417.33,415.97
5/23/2023 12:27,417.33,55194,-0.0741,0.0096,-0.0837,417.42,415.97
5/23/2023 12:26,417.42,53992,-0.0702,0.016,-0.0862,417.4821,415.97
5/23/2023 12:25,417.4821,91975,-0.0733,0.0169,-0.0902,417.49,415.97
5/23/2023 12:24,417.49,51180,-0.0825,0.0119,-0.0944,417.49,415.97
5/23/2023 12:23,417.42,39147,-0.0939,0.0034,-0.0973,417.49,415.97
5/23/2023 12:22,417.43,541256,-0.0999,-0.0017,-0.0982,417.49,415.97
5/23/2023 12:21,417.34,39732,-0.1072,-0.0095,-0.0978,417.49,415.97
5/23/2023 12:20,417.382,57528,-0.1058,-0.0104,-0.0954,417.49,415.97
5/23/2023 12:19,417.26,57774,-0.1067,-0.0139,-0.0928,417.49,415.97
5/23/2023 12:18,417.455,162810,-0.0939,-0.0046,-0.0893,417.49,415.97
5/23/2023 12:17,417.44,46260,-0.096,-0.0079,-0.0882,417.495,415.97
5/23/2023 12:16,417.495,64270,-0.0959,-0.0096,-0.0862,417.52,415.97
5/23/2023 12:15,417.52,64099,-0.0998,-0.016,-0.0838,417.56,415.97
5/23/2023 12:14,417.56,71424,-0.106,-0.0261,-0.0798,417.56,415.97
5/23/2023 12:13,417.375,98708,-0.1163,-0.0431,-0.0733,417.56,415.97
5/23/2023 12:12,417.33,110113,-0.1091,-0.0465,-0.0625,417.56,415.97
5/23/2023 12:11,417.39,112656,-0.0936,-0.0427,-0.0509,417.56,415.97
5/23/2023 12:10,417.475,104025,-0.0786,-0.0384,-0.0402,417.6,415.97
5/23/2023 12:09,417.6,73739,-0.067,-0.0364,-0.0306,417.6,415.97
5/23/2023 12:08,417.56,66682,-0.064,-0.0425,-0.0215,417.6,415.97
5/23/2023 12:07,417.47,96403,-0.055,-0.0442,-0.0109,417.6,415.97
5/23/2023 12:06,417.5799,181470,-0.0337,-0.0339,0.0002,417.6805,415.97
5/23/2023 12:05,417.6805,109264,-0.0172,-0.0258,0.0086,417.74,415.97
5/23/2023 12:04,417.74,80270,-0.006,-0.0211,0.0151,417.74,415.97
5/23/2023 12:03,417.735,58161,0.0022,-0.0181,0.0203,417.9,415.97
5/23/2023 12:02,417.9,127415,0.0132,-0.0117,0.0249,417.9,415.97
5/23/2023 12:01,417.795,91568,0.0102,-0.0176,0.0278,417.9,415.97
5/23/2023 12:00,417.68,198338,0.0169,-0.0153,0.0322,417.9,415.97
5/23/2023 11:59,417.89,263526,0.037,0.001,0.036,417.98,415.97
5/23/2023 11:58,417.98,32896,0.0407,0.0049,0.0358,417.98,415.97
5/23/2023 11:57,417.91,77131,0.0356,0.001,0.0346,417.98,415.97
5/23/2023 11:56,417.955,302909,0.0358,0.0015,0.0343,417.98,415.97
5/23/2023 11:55,417.94,112012,0.0309,-0.0031,0.0339,417.98,415.97
5/23/2023 11:54,417.84,48003,0.0257,-0.009,0.0347,417.98,415.97
5/23/2023 11:53,417.87,86212,0.0289,-0.008,0.037,417.98,415.97
5/23/2023 11:52,417.82,52180,0.0295,-0.0094,0.039,417.98,415.97
5/23/2023 11:51,417.89,82743,0.035,-0.0063,0.0413,417.98,415.97
5/23/2023 11:50,417.85,320295,0.0343,-0.0086,0.0429,417.98,415.97
5/23/2023 11:49,417.845,42425,0.037,-0.008,0.045,417.98,415.97
5/23/2023 11:48,417.8,56288,0.0404,-0.0066,0.0471,417.98,416.18
5/23/2023 11:47,417.83,71188,0.0488,0.0001,0.0487,417.98,416.18
5/23/2023 11:46,417.88,93558,0.0557,0.007,0.0487,417.98,416.18
5/23/2023 11:45,417.95,85205,0.0587,0.0117,0.0469,417.99,416.18
5/23/2023 11:44,417.99,71021,0.0544,0.0104,0.044,417.99,416.18
5/23/2023 11:43,417.89,330886,0.0441,0.0027,0.0414,417.99,416.35
5/23/2023 11:42,417.84,77234,0.0405,-0.0002,0.0407,417.99,416.35
5/23/2023 11:41,417.9,91273,0.0405,-0.0003,0.0408,417.99,416.35
5/23/2023 11:40,417.85,109633,0.0337,-0.0072,0.0408,417.99,416.35
5/23/2023 11:39,417.8,49260,0.0296,-0.013,0.0426,417.99,416.69
5/23/2023 11:38,417.73,47786,0.029,-0.0168,0.0459,417.99,416.775
5/23/2023 11:37,417.7,51341,0.0351,-0.015,0.0501,417.99,416.775
5/23/2023 11:36,417.68,45086,0.0453,-0.0086,0.0538,417.99,417.1
5/23/2023 11:35,417.78,83942,0.0597,0.0037,0.056,417.99,417.17
5/23/2023 11:34,417.85,75338,0.0671,0.012,0.055,417.99,417.24
5/23/2023 11:33,417.858,94112,0.0684,0.0163,0.052,417.99,417.24
5/23/2023 11:32,417.82,182685,0.0682,0.0203,0.0479,417.99,417.24
5/23/2023 11:31,417.9,73844,0.0709,0.028,0.0429,417.99,417.24
5/23/2023 11:30,417.89,65253,0.0652,0.0293,0.0359,417.99,417.2417
5/23/2023 11:29,417.87,70328,0.0579,0.0293,0.0286,417.99,417.26
5/23/2023 11:28,417.88,60775,0.0498,0.0286,0.0212,417.99,417.26
5/23/2023 11:27,417.8205,81936,0.0377,0.0236,0.0141,417.99,417.26
5/23/2023 11:26,417.78,49563,0.0278,0.0197,0.0082,417.99,417.26
5/23/2023 11:25,417.76,56841,0.0189,0.0157,0.0033,417.99,417.26
5/23/2023 11:24,417.79,73908,0.0093,0.01,-0.0007,417.99,417.26
5/23/2023 11:23,417.6799,111291,-0.0061,-0.003,-0.0032,417.99,417.26
5/23/2023 11:22,417.6,92322,-0.0146,-0.0122,-0.0024,417.99,417.26
5/23/2023 11:21,417.58,108459,-0.017,-0.0176,0.0006,417.99,417.26
5/23/2023 11:20,417.43,172239,-0.0178,-0.0228,0.005,417.99,417.26
5/23/2023 11:19,417.535,74570,-0.0032,-0.014,0.0107,417.99,417.33
5/23/2023 11:18,417.59,58608,0.0047,-0.0096,0.0142,417.99,417.33
5/23/2023 11:17,417.62,49446,0.0091,-0.0075,0.0166,417.99,417.33
5/23/2023 11:16,417.56,71698,0.0115,-0.007,0.0185,417.99,417.33
5/23/2023 11:15,417.588,60269,0.0206,0.0003,0.0202,417.99,417.33
5/23/2023 11:14,417.64,71465,0.029,0.0088,0.0201,417.99,417.33
5/23/2023 11:13,417.71,62495,0.034,0.0161,0.0179,417.99,417.33
5/23/2023 11:12,417.7,53368,0.0328,0.0188,0.0139,417.99,417.39
5/23/2023 11:11,417.648,78947,0.0317,0.0225,0.0092,417.99,417.43
5/23/2023 11:10,417.71,84189,0.0353,0.0317,0.0036,417.99,417.43
