time,open,high,low,close,volume
2023-05-02 19:10:00,410.69,410.69,410.64,410.64,1580
2023-05-02 19:09:00,410.67,410.69,410.66,410.67,15386
2023-05-02 19:08:00,410.58,410.68,410.58,410.67,6435
2023-05-02 19:07:00,410.58,410.61,410.58,410.61,11160
2023-05-02 19:06:00,410.58,410.59,410.57,410.59,11334
2023-05-02 19:04:00,410.5,410.5,410.5,410.5,227
2023-05-02 19:03:00,410.5,410.5,410.5,410.5,495
2023-05-02 19:02:00,410.5,410.5,410.49,410.49,3069
2023-05-02 19:01:00,410.51,410.51,410.51,410.51,154
2023-05-02 18:58:00,410.56,410.56,410.56,410.56,374
2023-05-02 18:57:00,410.54,410.54,410.54,410.54,1096
2023-05-02 18:51:00,410.56,410.56,410.55,410.55,1320
2023-05-02 18:48:00,410.52,410.52,410.52,410.52,124
2023-05-02 18:47:00,410.51,410.51,410.51,410.51,126
2023-05-02 18:45:00,410.6,410.6,410.6,410.6,379
2023-05-02 18:43:00,410.53,410.55,410.51,410.51,1819
2023-05-02 18:41:00,410.53,410.53,410.53,410.53,531
2023-05-02 18:40:00,410.55,410.55,410.55,410.55,182
2023-05-02 18:39:00,410.6,410.6,410.56,410.56,240
2023-05-02 18:38:00,410.63,410.63,410.63,410.63,167
2023-05-02 18:36:00,410.64,410.64,410.64,410.64,232
2023-05-02 18:34:00,410.64,410.64,410.64,410.64,290
2023-05-02 18:33:00,410.65,410.65,410.65,410.65,650
2023-05-02 18:30:00,410.64,410.66,410.64,410.66,1718
2023-05-02 18:29:00,410.59,410.59,410.59,410.59,361
2023-05-02 18:27:00,410.53,410.53,410.53,410.53,272
2023-05-02 18:25:00,410.55,410.55,410.5,410.5,640
2023-05-02 18:23:00,410.63,410.64,410.6299,410.6299,999
2023-05-02 18:20:00,410.53,410.54,410.53,410.54,2597
2023-05-02 18:19:00,410.58,410.62,410.58,410.62,433
2023-05-02 18:16:00,410.58,410.58,410.55,410.55,2024
2023-05-02 18:14:00,410.61,410.61,410.61,410.61,318
2023-05-02 18:13:00,410.65,410.65,410.65,410.65,269
2023-05-02 18:12:00,410.6,410.6,410.6,410.6,2639
2023-05-02 18:11:00,410.59,410.69,410.59,410.69,2322
2023-05-02 18:10:00,410.54,410.54,410.52,410.52,1453
2023-05-02 18:07:00,410.54,410.54,410.5,410.5,1384
2023-05-02 18:06:00,410.54,410.54,410.54,410.54,1211
2023-05-02 18:04:00,410.51,410.51,410.48,410.48,2443
2023-05-02 18:03:00,410.54,410.55,410.52,410.52,1413
2023-05-02 18:02:00,410.55,410.55,410.55,410.55,609
2023-05-02 18:01:00,410.47,410.55,410.47,410.55,13898
2023-05-02 18:00:00,410.5,410.52,410.47,410.5,3194
2023-05-02 17:59:00,410.45,410.45,410.4,410.4,1436
2023-05-02 17:58:00,410.5,410.5,410.5,410.5,2018
2023-05-02 17:57:00,410.53,410.53,410.5,410.5,2641
2023-05-02 17:56:00,410.5,410.5,410.5,410.5,333
2023-05-02 17:55:00,410.5,410.5,410.5,410.5,862
2023-05-02 17:54:00,410.5,410.5,410.5,410.5,1616
2023-05-02 17:53:00,410.45,410.5,410.45,410.5,2524
2023-05-02 17:51:00,410.5,410.5,410.45,410.45,321
2023-05-02 17:50:00,410.45,410.45,410.45,410.45,3168
2023-05-02 17:49:00,410.45,410.45,410.45,410.45,2287
2023-05-02 17:48:00,410.5,410.5,410.45,410.5,324
2023-05-02 17:47:00,410.54,410.54,410.45,410.45,2242
2023-05-02 17:45:00,410.5,410.5,410.5,410.5,3513
2023-05-02 17:44:00,410.5,410.5,410.5,410.5,524
2023-05-02 17:43:00,410.53,410.53,410.53,410.53,390
2023-05-02 17:42:00,410.53,410.53,410.53,410.53,604
2023-05-02 17:41:00,410.53,410.53,410.45,410.45,501
2023-05-02 17:40:00,410.54,410.54,410.45,410.45,710
2023-05-02 17:38:00,410.54,410.54,410.54,410.54,770
2023-05-02 17:37:00,410.45,410.45,410.42,410.45,2074
2023-05-02 17:36:00,410.5,410.5,410.45,410.45,2163
2023-05-02 17:35:00,410.51,410.51,410.51,410.51,622
2023-05-02 17:34:00,410.46,410.51,410.46,410.51,434
2023-05-02 17:32:00,410.52,410.52,410.51,410.51,3573
2023-05-02 17:31:00,410.52,410.54,410.52,410.54,2214
2023-05-02 17:30:00,410.49,410.51,410.49,410.51,3399
2023-05-02 17:29:00,410.49,410.49,410.4896,410.4896,1988
2023-05-02 17:28:00,410.48,410.48,410.48,410.48,196
2023-05-02 17:26:00,410.46,410.5,410.41,410.41,2378
2023-05-02 17:25:00,410.41,410.41,410.4,410.4,759
2023-05-02 17:24:00,410.4,410.4,410.38,410.4,1500
2023-05-02 17:23:00,410.39,410.4,410.38,410.4,2220
2023-05-02 17:22:00,410.47,410.47,410.45,410.47,1507
2023-05-02 17:21:00,410.47,410.47,410.45,410.45,2137
2023-05-02 17:20:00,410.47,410.47,410.47,410.47,1614
2023-05-02 17:19:00,410.5,410.5,410.46,410.47,3740
2023-05-02 17:18:00,410.52,410.52,410.4804,410.4804,718
2023-05-02 17:17:00,410.52,410.52,410.52,410.52,248
2023-05-02 17:15:00,410.52,410.52,410.5,410.5,3544
2023-05-02 17:14:00,410.54,410.59,410.52,410.54,4419
2023-05-02 17:13:00,410.55,410.56,410.55,410.56,596
2023-05-02 17:12:00,410.56,410.56,410.54,410.54,1461
2023-05-02 17:09:00,410.58,410.6,410.58,410.6,1054
2023-05-02 17:08:00,410.56,410.5601,410.56,410.56,724
2023-05-02 17:07:00,410.58,410.84,410.56,410.56,3647
2023-05-02 17:05:00,410.58,410.58,410.51,410.54,6005
2023-05-02 17:03:00,410.55,410.55,410.55,410.55,763
2023-05-02 17:02:00,410.55,410.55,410.55,410.55,582
2023-05-02 17:00:00,410.64,411.165,410.53,410.53,2413
2023-05-02 16:59:00,410.61,410.61,410.51,410.51,23850
2023-05-02 16:58:00,410.63,410.65,410.6,410.6,8334
2023-05-02 16:57:00,410.65,410.65,410.64,410.65,11878
2023-05-02 16:56:00,410.67,410.68,410.66,410.66,6412
2023-05-02 16:55:00,410.69,410.69,410.64,410.6501,29867
2023-05-02 16:54:00,410.72,410.72,410.68,410.69,17877
2023-05-02 16:53:00,410.74,410.74,410.71,410.71,2740
2023-05-02 16:52:00,410.7,410.73,410.7,410.71,11453
2023-05-02 16:51:00,410.71,410.71,410.68,410.7,22977
2023-05-02 16:50:00,410.68,410.68,410.68,410.68,234
2023-05-02 16:49:00,410.72,410.74,410.66,410.71,14574
2023-05-02 16:48:00,410.72,410.72,410.68,410.71,18058
2023-05-02 16:47:00,410.73,410.74,410.7,410.73,7191
2023-05-02 16:46:00,410.74,410.75,410.73,410.73,4126
2023-05-02 16:45:00,410.74,410.79,410.74,410.77,4288
2023-05-02 16:44:00,410.78,410.78,410.73,410.73,6403
2023-05-02 16:43:00,410.82,410.82,410.69,410.69,7542
2023-05-02 16:42:00,410.82,410.83,410.82,410.83,490
2023-05-02 16:41:00,410.83,410.83,410.81,410.82,4365
2023-05-02 16:40:00,410.84,410.85,410.82,410.82,15541
2023-05-02 16:39:00,410.8419,410.85,410.84,410.85,3517
2023-05-02 16:38:00,410.8,410.83,410.8,410.82,714
2023-05-02 16:37:00,410.79,410.84,410.79,410.81,5466
2023-05-02 16:36:00,410.77,410.77,410.76,410.76,579
2023-05-02 16:35:00,410.76,410.77,410.74,410.75,10299
2023-05-02 16:34:00,410.78,410.78,410.76,410.76,2526
2023-05-02 16:33:00,410.83,410.83,410.77,410.78,5875
2023-05-02 16:32:00,410.81,410.82,410.81,410.81,5759
2023-05-02 16:31:00,410.89,410.89,410.82,410.82,10803
2023-05-02 16:30:00,410.86,410.89,410.83,410.8315,3847
2023-05-02 16:29:00,410.81,410.85,410.81,410.85,1806
2023-05-02 16:28:00,410.8,410.83,410.8,410.83,4126
2023-05-02 16:27:00,410.78,410.8,410.78,410.8,4408
2023-05-02 16:26:00,410.83,410.83,410.78,410.79,12576
2023-05-02 16:25:00,410.81,410.83,410.8,410.83,1361
2023-05-02 16:24:00,410.82,410.84,410.82,410.84,3087
2023-05-02 16:23:00,410.83,410.83,410.83,410.83,828
2023-05-02 16:22:00,410.8,410.84,410.79,410.83,6516
2023-05-02 16:21:00,410.81,410.84,410.78,410.8,138353
2023-05-02 16:20:00,410.89,410.91,410.8,410.81,34559
2023-05-02 16:19:00,410.9,410.93,410.85,410.9,85840
2023-05-02 16:18:00,410.85,410.91,410.85,410.89,17293
2023-05-02 16:17:00,410.85,410.9,410.83,410.86,13426
2023-05-02 16:16:00,410.84,410.91,410.79,410.91,36455
2023-05-02 16:15:00,410.83,410.84,410.81,410.84,28321
2023-05-02 16:14:00,410.87,410.88,410.83,410.84,35371
2023-05-02 16:13:00,410.9,410.92,410.82,410.86,31446
2023-05-02 16:12:00,410.92,410.93,410.84,410.88,188436
2023-05-02 16:11:00,410.85,410.9,410.82,410.9,73203
2023-05-02 16:10:00,410.93,410.95,410.81,410.88,1206707
2023-05-02 16:09:00,410.96,410.96,410.84,410.92,38625
2023-05-02 16:08:00,410.94,410.96,410.91,410.96,68510
2023-05-02 16:07:00,410.95,410.99,410.94,410.94,9034
2023-05-02 16:06:00,410.97,410.98,410.8551,410.94,1172929
2023-05-02 16:05:00,410.96,411.0,410.9,410.96,122640
2023-05-02 16:04:00,410.97,410.99,410.8,410.95,373188
2023-05-02 16:03:00,411.03,411.04,410.96,410.96,114184
2023-05-02 16:02:00,411.01,411.03,410.95,411.03,34095
2023-05-02 16:01:00,410.9,411.0,410.86,411.0,48872
2023-05-02 16:00:00,410.88,411.08,410.84,410.9,556529
2023-05-02 15:59:00,411.135,411.23,410.7,410.87,1978064
2023-05-02 15:58:00,411.12,411.2,411.08,411.14,717280
2023-05-02 15:57:00,410.99,411.1893,410.98,411.12,316185
2023-05-02 15:56:00,411.06,411.2099,410.97,411.0,536021
2023-05-02 15:55:00,411.19,411.25,411.02,411.05,491452
2023-05-02 15:54:00,411.15,411.22,411.05,411.19,469292
2023-05-02 15:53:00,411.15,411.345,411.14,411.15,484310
2023-05-02 15:52:00,410.955,411.185,410.9505,411.145,430019
2023-05-02 15:51:00,410.77,410.9882,410.71,410.95,399427
2023-05-02 15:50:00,410.58,410.825,410.47,410.772,555990
2023-05-02 15:49:00,410.5475,410.64,410.46,410.57,909179
2023-05-02 15:48:00,410.58,410.6299,410.505,410.55,375714
2023-05-02 15:47:00,410.575,410.695,410.5201,410.57,306374
2023-05-02 15:46:00,410.55,410.6399,410.53,410.575,450651
2023-05-02 15:45:00,410.97,410.985,410.54,410.54,521958
2023-05-02 15:44:00,410.92,411.07,410.8875,410.97,370219
2023-05-02 15:43:00,410.94,410.94,410.77,410.92,393875
2023-05-02 15:42:00,410.96,410.99,410.85,410.94,314552
2023-05-02 15:41:00,411.01,411.04,410.9,410.95,261384
2023-05-02 15:40:00,410.985,411.11,410.88,411.02,293663
2023-05-02 15:39:00,410.99,411.1,410.97,410.99,259318
2023-05-02 15:38:00,410.77,411.03,410.74,410.9899,231115
2023-05-02 15:37:00,410.82,410.9299,410.755,410.775,221165
2023-05-02 15:36:00,410.79,410.86,410.68,410.815,338826
2023-05-02 15:35:00,410.82,410.9,410.76,410.795,468904
2023-05-02 15:34:00,410.99,410.99,410.76,410.82,245333
2023-05-02 15:33:00,411.15,411.175,410.97,410.9804,155888
2023-05-02 15:32:00,411.02,411.15,410.9806,411.15,190028
2023-05-02 15:31:00,411.035,411.12,410.9801,411.01,193481
2023-05-02 15:30:00,411.34,411.365,411.035,411.035,299197
2023-05-02 15:29:00,411.3199,411.38,411.22,411.34,194756
2023-05-02 15:28:00,411.35,411.42,411.27,411.313,264311
2023-05-02 15:27:00,411.28,411.42,411.28,411.34,133561
2023-05-02 15:26:00,411.1399,411.305,411.13,411.28,171914
2023-05-02 15:25:00,411.1705,411.28,411.085,411.14,266424
2023-05-02 15:24:00,411.31,411.375,411.16,411.17,174647
2023-05-02 15:23:00,411.26,411.41,411.2484,411.31,293683
2023-05-02 15:22:00,411.25,411.41,411.24,411.26,262447
2023-05-02 15:21:00,411.04,411.27,411.04,411.2401,107682
2023-05-02 15:20:00,411.15,411.22,411.02,411.05,113560
2023-05-02 15:19:00,411.16,411.205,411.07,411.15,129023
2023-05-02 15:18:00,410.98,411.165,410.9701,411.15,112930
2023-05-02 15:17:00,411.14,411.19,410.84,410.97,407757
2023-05-02 15:16:00,411.378,411.39,411.14,411.15,193539
2023-05-02 15:15:00,411.45,411.58,411.32,411.38,469160
2023-05-02 15:14:00,411.45,411.58,411.45,411.45,100922
2023-05-02 15:13:00,411.5,411.5,411.3101,411.4583,207007
2023-05-02 15:12:00,411.43,411.55,411.42,411.49,214360
2023-05-02 15:11:00,411.46,411.58,411.38,411.4305,350346
2023-05-02 15:10:00,411.07,411.5,411.06,411.45,350452
2023-05-02 15:09:00,411.05,411.0826,410.95,411.08,63959
2023-05-02 15:08:00,410.98,411.11,410.965,411.05,175862
2023-05-02 15:07:00,410.85,410.9801,410.85,410.98,87775
2023-05-02 15:06:00,410.91,410.93,410.825,410.845,109752
2023-05-02 15:05:00,410.8,410.94,410.73,410.9,440913
2023-05-02 15:04:00,410.97,410.975,410.64,410.8,261020
2023-05-02 15:03:00,411.1,411.1,410.95,410.975,206601
2023-05-02 15:02:00,410.99,411.15,410.988,411.11,110144
2023-05-02 15:01:00,411.13,411.22,410.96,410.99,228050
2023-05-02 15:00:00,411.08,411.1484,411.01,411.14,119059
2023-05-02 14:59:00,410.995,411.1,410.97,411.08,132443
2023-05-02 14:58:00,411.05,411.08,410.95,410.9925,203432
2023-05-02 14:57:00,411.045,411.14,411.01,411.06,122177
2023-05-02 14:56:00,410.965,411.06,410.93,411.035,137370
2023-05-02 14:55:00,410.985,411.04,410.91,410.96,135657
2023-05-02 14:54:00,410.852,411.01,410.79,410.98,131464
2023-05-02 14:53:00,410.99,411.06,410.84,410.855,142046
2023-05-02 14:52:00,410.98,411.02,410.89,410.98,122797
2023-05-02 14:51:00,411.11,411.18,410.9,410.99,275329
2023-05-02 14:50:00,410.87,411.14,410.8617,411.1,158568
2023-05-02 14:49:00,410.86,410.95,410.845,410.866,115999
2023-05-02 14:48:00,410.67,410.92,410.6605,410.83,180804
2023-05-02 14:47:00,410.7,410.77,410.66,410.66,275604
2023-05-02 14:46:00,410.53,410.73,410.53,410.69,121304
2023-05-02 14:45:00,410.47,410.59,410.44,410.5384,75612
2023-05-02 14:44:00,410.2084,410.49,410.2084,410.465,96147
2023-05-02 14:43:00,410.27,410.3083,410.135,410.19,97731
2023-05-02 14:42:00,410.23,410.38,410.19,410.23,115254
2023-05-02 14:41:00,410.538,410.55,410.215,410.24,177512
2023-05-02 14:40:00,410.505,410.58,410.485,410.53,76210
2023-05-02 14:39:00,410.5406,410.62,410.4813,410.5,71245
2023-05-02 14:38:00,410.455,410.5599,410.45,410.54,66367
2023-05-02 14:37:00,410.525,410.56,410.4,410.455,98799
2023-05-02 14:36:00,410.3,410.53,410.26,410.52,143971
2023-05-02 14:35:00,410.165,410.33,410.16,410.31,126669
2023-05-02 14:34:00,410.16,410.165,410.04,410.165,61530
2023-05-02 14:33:00,410.1101,410.16,410.03,410.15,65318
2023-05-02 14:32:00,410.32,410.32,410.0499,410.1,175354
2023-05-02 14:31:00,410.32,410.33,410.18,410.31,137765
2023-05-02 14:30:00,410.22,410.35,410.18,410.325,178084
2023-05-02 14:29:00,410.11,410.3,410.11,410.205,138110
2023-05-02 14:28:00,410.06,410.13,410.0,410.11,96660
2023-05-02 14:27:00,409.97,410.13,409.95,410.055,77227
2023-05-02 14:26:00,410.0,410.07,409.945,409.98,81295
2023-05-02 14:25:00,410.05,410.14,409.94,409.985,92964
2023-05-02 14:24:00,410.06,410.16,409.98,410.045,143159
2023-05-02 14:23:00,410.07,410.1001,409.98,410.07,103807
2023-05-02 14:22:00,410.05,410.1399,409.96,410.065,121515
2023-05-02 14:21:00,410.26,410.26,410.0,410.045,165635
2023-05-02 14:20:00,410.29,410.39,410.22,410.26,128414
2023-05-02 14:19:00,410.3,410.3578,410.26,410.3,138669
2023-05-02 14:18:00,410.0,410.3,409.975,410.29,142807
2023-05-02 14:17:00,409.93,410.036,409.87,410.0,106548
2023-05-02 14:16:00,409.85,409.98,409.82,409.93,174899
2023-05-02 14:15:00,409.91,410.0399,409.835,409.845,184655
2023-05-02 14:14:00,410.04,410.05,409.79,409.92,377790
2023-05-02 14:13:00,410.17,410.172,410.01,410.03,216271
2023-05-02 14:12:00,410.31,410.32,410.0701,410.17,257176
2023-05-02 14:11:00,410.49,410.49,410.31,410.32,158439
2023-05-02 14:10:00,410.4814,410.58,410.4275,410.489,73146
2023-05-02 14:09:00,410.51,410.52,410.4,410.4785,90746
2023-05-02 14:08:00,410.4099,410.6,410.4,410.5,89915
2023-05-02 14:07:00,410.44,410.54,410.39,410.405,370464
2023-05-02 14:06:00,410.63,410.632,410.4,410.43,697378
2023-05-02 14:05:00,410.48,410.67,410.46,410.625,128711
2023-05-02 14:04:00,410.48,410.51,410.4303,410.4899,111253
2023-05-02 14:03:00,410.52,410.52,410.365,410.4779,118730
2023-05-02 14:02:00,410.28,410.56,410.2099,410.514,250043
2023-05-02 14:01:00,410.71,410.74,410.23,410.28,399939
2023-05-02 14:00:00,410.83,410.89,410.685,410.71,231976
2023-05-02 13:59:00,410.92,410.945,410.8,410.82,114860
2023-05-02 13:58:00,410.885,410.945,410.86,410.91,66484
2023-05-02 13:57:00,410.849,410.92,410.82,410.88,117778
2023-05-02 13:56:00,410.98,410.987,410.7,410.838,389015
2023-05-02 13:55:00,411.11,411.17,410.97,410.9899,283316
2023-05-02 13:54:00,411.11,411.175,411.065,411.1,137815
2023-05-02 13:53:00,411.11,411.29,411.05,411.11,256278
2023-05-02 13:52:00,410.96,411.19,410.955,411.11,259323
2023-05-02 13:51:00,410.8,410.98,410.79,410.96,137196
2023-05-02 13:50:00,410.8,410.93,410.78,410.8,412186
2023-05-02 13:49:00,410.74,410.87,410.74,410.8,177449
2023-05-02 13:48:00,410.6494,410.76,410.6423,410.745,195664
2023-05-02 13:47:00,410.62,410.665,410.575,410.65,93541
2023-05-02 13:46:00,410.645,410.68,410.51,410.62,102475
2023-05-02 13:45:00,410.5082,410.64,410.5082,410.64,97413
2023-05-02 13:44:00,410.54,410.57,410.49,410.51,63512
2023-05-02 13:43:00,410.465,410.55,410.41,410.53,102647
2023-05-02 13:42:00,410.505,410.57,410.44,410.46,117311
2023-05-02 13:41:00,410.515,410.55,410.48,410.501,81848
2023-05-02 13:40:00,410.47,410.56,410.46,410.51,85420
2023-05-02 13:39:00,410.43,410.54,410.43,410.4719,117713
2023-05-02 13:38:00,410.4,410.455,410.36,410.44,64639
2023-05-02 13:37:00,410.4195,410.45,410.37,410.38,98138
2023-05-02 13:36:00,410.37,410.42,410.3399,410.42,102449
2023-05-02 13:35:00,410.23,410.3901,410.23,410.36,424538
2023-05-02 13:34:00,410.15,410.2399,410.105,410.23,129384
2023-05-02 13:33:00,410.1,410.195,410.0993,410.14,84377
2023-05-02 13:32:00,410.16,410.24,410.091,410.1,222355
2023-05-02 13:31:00,410.38,410.46,410.14,410.16,347777
2023-05-02 13:30:00,410.25,410.39,410.25,410.38,83743
2023-05-02 13:29:00,410.36,410.39,410.22,410.255,127368
2023-05-02 13:28:00,410.235,410.39,410.228,410.36,182590
2023-05-02 13:27:00,410.31,410.37,410.23,410.23,132398
2023-05-02 13:26:00,410.245,410.35,410.2,410.32,386951
2023-05-02 13:25:00,410.1801,410.3,410.175,410.23,188244
2023-05-02 13:24:00,410.06,410.2,410.05,410.189,157768
2023-05-02 13:23:00,410.02,410.0891,410.02,410.0604,44546
2023-05-02 13:22:00,409.955,410.08,409.94,410.01,91897
2023-05-02 13:21:00,410.04,410.05,409.91,409.95,100181
2023-05-02 13:20:00,409.99,410.04,409.92,410.04,54806
2023-05-02 13:19:00,409.96,410.105,409.9,409.98,178922
2023-05-02 13:18:00,410.08,410.081,408.8319,409.97,231210
2023-05-02 13:17:00,410.032,410.12,409.98,410.08,129724
2023-05-02 13:16:00,410.0,410.05,409.96,410.04,103214
2023-05-02 13:15:00,409.79,410.005,409.785,410.005,151879
2023-05-02 13:14:00,409.92,409.93,409.76,409.8,91805
2023-05-02 13:13:00,410.018,410.05,409.878,409.925,110698
2023-05-02 13:12:00,409.9,410.03,409.88,410.01,112589
2023-05-02 13:11:00,409.93,409.965,409.86,409.89,108291
2023-05-02 13:10:00,409.8399,409.95,409.83,409.95,107139
2023-05-02 13:09:00,409.94,409.9417,409.82,409.83,326188
2023-05-02 13:08:00,410.01,410.03,409.89,409.935,138048
2023-05-02 13:07:00,409.94,410.03,409.93,410.0,140749
2023-05-02 13:06:00,409.8601,409.96,409.81,409.95,125024
2023-05-02 13:05:00,409.8,409.885,409.8,409.86,190659
2023-05-02 13:04:00,409.75,409.895,409.745,409.81,390651
2023-05-02 13:03:00,409.69,409.835,409.685,409.74,132779
2023-05-02 13:02:00,409.58,409.71,409.56,409.6899,388782
2023-05-02 13:01:00,409.655,409.7,409.48,409.57,165785
2023-05-02 13:00:00,409.66,409.79,409.6429,409.65,154873
2023-05-02 12:59:00,409.59,409.7101,409.5801,409.67,115719
2023-05-02 12:58:00,409.37,409.591,409.37,409.591,130857
2023-05-02 12:57:00,409.51,409.51,409.34,409.37,204782
2023-05-02 12:56:00,409.72,409.72,409.495,409.505,165873
2023-05-02 12:55:00,409.66,409.73,409.615,409.7117,138037
2023-05-02 12:54:00,409.74,409.755,409.66,409.67,98062
2023-05-02 12:53:00,409.79,409.79,409.66,409.74,385456
2023-05-02 12:52:00,409.68,409.85,409.65,409.79,504598
2023-05-02 12:51:00,409.52,409.68,409.5,409.68,114568
2023-05-02 12:50:00,409.37,409.52,409.35,409.5199,86796
2023-05-02 12:49:00,409.47,409.505,409.34,409.38,192428
2023-05-02 12:48:00,409.44,409.53,409.37,409.47,112194
2023-05-02 12:47:00,409.34,409.45,409.3109,409.43,88617
2023-05-02 12:46:00,409.425,409.43,409.31,409.34,187079
2023-05-02 12:45:00,409.44,409.55,409.42,409.425,93387
2023-05-02 12:44:00,409.41,409.4699,409.35,409.45,50363
2023-05-02 12:43:00,409.42,409.4367,409.29,409.41,98592
2023-05-02 12:42:00,409.32,409.43,409.29,409.4,83950
2023-05-02 12:41:00,409.49,409.52,409.275,409.3207,120040
2023-05-02 12:40:00,409.362,409.535,409.36,409.48,131312
2023-05-02 12:39:00,409.265,409.3999,409.2247,409.3618,89623
2023-05-02 12:38:00,409.21,409.38,409.17,409.26,119906
2023-05-02 12:37:00,409.65,409.67,409.16,409.215,326845
2023-05-02 12:36:00,409.32,409.68,409.29,409.63,241326
2023-05-02 12:35:00,409.15,409.365,409.12,409.32,125179
2023-05-02 12:34:00,409.23,409.3169,409.13,409.14,80222
2023-05-02 12:33:00,409.32,409.33,409.18,409.24,83830
2023-05-02 12:32:00,409.1818,409.345,409.14,409.31,155549
2023-05-02 12:31:00,409.21,409.32,409.17,409.17,142966
2023-05-02 12:30:00,409.32,409.38,409.19,409.2,144531
2023-05-02 12:29:00,409.23,409.33,409.2,409.31,84526
2023-05-02 12:28:00,409.34,409.34,409.16,409.22,409848
2023-05-02 12:27:00,409.24,409.385,409.18,409.34,108840
2023-05-02 12:26:00,409.11,409.26,409.06,409.24,115447
2023-05-02 12:25:00,409.06,409.17,408.98,409.11,543929
2023-05-02 12:24:00,408.92,409.0981,408.91,409.055,125814
2023-05-02 12:23:00,408.7418,409.01,408.74,408.915,153837
2023-05-02 12:22:00,408.6701,408.78,408.64,408.74,90252
2023-05-02 12:21:00,408.72,408.89,408.67,408.68,100668
2023-05-02 12:20:00,408.98,409.0,408.74,408.75,352426
2023-05-02 12:19:00,408.9506,409.03,408.92,408.99,88836
2023-05-02 12:18:00,408.755,408.97,408.755,408.96,89963
2023-05-02 12:17:00,408.7622,408.91,408.73,408.75,96968
2023-05-02 12:16:00,408.66,408.79,408.6,408.76,116654
2023-05-02 12:15:00,409.03,409.1,408.64,408.66,340699
2023-05-02 12:14:00,408.97,409.0403,408.88,409.03,121545
2023-05-02 12:13:00,408.84,408.9718,408.69,408.9699,56360
2023-05-02 12:12:00,408.62,408.85,408.62,408.81,75896
2023-05-02 12:11:00,408.73,408.74,408.51,408.6213,84799
2023-05-02 12:10:00,408.83,408.87,408.65,408.7139,159020
2023-05-02 12:09:00,408.94,408.96,408.78,408.825,104271
2023-05-02 12:08:00,408.95,409.01,408.89,408.97,103078
2023-05-02 12:07:00,408.69,409.0,408.65,408.945,171732
2023-05-02 12:06:00,408.64,408.72,408.5217,408.6876,92295
2023-05-02 12:05:00,408.67,408.7417,408.595,408.65,86148
2023-05-02 12:04:00,408.56,408.747,408.53,408.68,68548
2023-05-02 12:03:00,408.59,408.61,408.425,408.5599,113550
2023-05-02 12:02:00,408.52,408.645,408.5,408.59,104006
2023-05-02 12:01:00,408.58,408.84,408.52,408.5219,116071
2023-05-02 12:00:00,408.69,408.89,408.53,408.5899,121683
2023-05-02 11:59:00,408.59,408.76,408.55,408.71,94248
